order_id,customer_id,order_date,order_status,promotion_id,order_channel,order_value,attributed_to_promo,customer_segment_at_time
44,715,2025-04-14 22:30:56.466164,CANCEL,,Email,213.92,False,Medium_Value
45,799,2024-08-04 09:02:47.932814,PAID,,Email,530.89,False,High_Value
46,615,2025-01-25 23:42:01.171506,PAID,815,SMS,39.74,True,Low_Value
47,1149,2024-08-07 06:46:21.956259,CANCEL,126,SMS,347.55,True,High_Value
48,303,2024-08-25 23:42:32.082108,PAID,,SMS,237.11,False,High_Value
49,1519,2024-09-21 20:12:05.677994,PAID,,SMS,79.34,False,Low_Value
50,537,2025-05-03 06:34:28.739259,PAID,,Push,99.57,False,Low_Value
51,1973,2024-07-29 19:15:29.621670,PAID,,Direct,60.41,False,New_Customer
52,629,2025-04-23 15:01:00.242363,CANCEL,,Push,111.24,False,New_Customer
53,1684,2024-08-22 22:18:43.580016,PAID,,Push,87.22,False,Medium_Value
54,1415,2025-04-22 03:53:48.817807,PAID,163,SMS,136.77,True,Low_Value
55,1500,2025-04-18 17:58:59.735948,PAID,,Social,183.09,False,New_Customer
56,463,2025-05-19 10:40:41.036053,PAID,242,Direct,246.25,True,Medium_Value
57,1937,2025-03-26 02:34:00.447955,PAID,,Push,28.46,False,Low_Value
58,19,2025-06-02 06:33:47.997400,CANCEL,,Email,622.0,False,High_Value
59,1975,2025-05-06 22:08:40.553007,PAID,493,Push,178.51,True,New_Customer
60,352,2025-03-11 00:01:35.638906,PAID,113,Direct,36.91,True,Low_Value
61,1971,2024-11-11 08:53:25.309593,CANCEL,,Social,340.64,False,High_Value
62,418,2025-01-02 05:57:47.643786,PAID,1371,Social,554.58,True,High_Value
63,1493,2025-05-19 10:28:51.510320,PAID,,SMS,40.63,False,Low_Value
64,162,2025-05-02 02:19:53.231798,PAID,,Email,249.17,False,High_Value
65,1093,2025-03-24 22:48:10.327075,CANCEL,,Direct,86.09,False,New_Customer
66,230,2025-02-01 13:46:07.868373,PAID,,Email,171.97,False,Medium_Value
67,548,2025-02-24 11:17:22.990944,PAID,,Direct,285.49,False,High_Value
68,176,2024-10-24 19:40:40.989618,PAID,825,Social,87.59,True,Low_Value
69,1154,2024-09-29 16:38:52.764771,PAID,,SMS,375.63,False,High_Value
70,1917,2025-03-15 21:27:36.148562,PAID,,SMS,104.44,False,New_Customer
71,1522,2024-11-09 10:15:09.217205,PAID,,Direct,85.59,False,New_Customer
72,1758,2025-03-11 03:44:20.229953,PAID,,Direct,165.17,False,High_Value
73,632,2024-08-28 06:00:25.864460,PAID,,Push,362.07,False,High_Value
74,1488,2025-04-18 19:55:15.699218,PAID,,Push,109.77,False,Low_Value
75,473,2025-01-24 18:37:56.858677,PAID,,Email,122.13,False,New_Customer
76,274,2024-09-13 16:30:46.066041,PAID,756,Social,156.97,True,New_Customer
77,1170,2024-11-16 04:58:31.195954,PAID,,Email,162.84,False,Medium_Value
78,413,2025-02-08 18:19:47.629246,PAID,,SMS,94.52,False,Medium_Value
79,515,2024-11-05 03:12:03.648680,PAID,,Social,91.17,False,New_Customer
80,575,2025-03-22 10:22:44.242331,PAID,1051,Email,68.82,True,New_Customer
81,1545,2025-02-03 04:17:46.665410,PAID,,Social,116.05,False,New_Customer
82,1524,2025-02-26 07:00:07.979840,PAID,,Social,86.37,False,Low_Value
83,493,2025-06-25 23:10:37.097964,PAID,,Direct,418.19,False,High_Value
84,1016,2025-01-24 10:19:47.644086,CANCEL,,Direct,178.82,False,High_Value
85,1003,2024-07-08 20:55:13.224447,PAID,,Social,84.68,False,New_Customer
86,1444,2025-05-07 13:05:00.747818,PAID,,Social,262.14,False,High_Value
87,290,2024-10-29 23:22:51.087934,PAID,,Direct,167.65,False,Medium_Value
88,274,2025-01-12 09:58:48.569965,PAID,814,Social,203.14,True,New_Customer
89,320,2025-04-24 23:26:20.183661,PAID,279,Email,67.16,True,Low_Value
90,1562,2024-07-27 08:17:32.015492,PAID,,Direct,498.56,False,High_Value
91,688,2024-11-06 18:58:05.192316,PAID,,Email,41.38,False,New_Customer
92,1049,2025-01-17 16:24:28.158969,PAID,,Push,59.67,False,Low_Value
93,334,2025-01-27 15:54:49.797903,PAID,,Push,122.67,False,Medium_Value
94,478,2024-11-17 12:20:20.416243,PAID,,SMS,179.72,False,New_Customer
95,66,2025-05-27 03:31:08.504946,CANCEL,,Direct,585.38,False,High_Value
96,1801,2025-05-23 18:34:06.248503,CANCEL,,Direct,392.86,False,High_Value
97,1201,2024-08-10 02:46:57.174769,PAID,,Direct,94.41,False,New_Customer
98,1876,2025-05-16 03:04:01.338045,CANCEL,,Push,57.46,False,Medium_Value
99,210,2024-08-09 02:23:10.292978,CANCEL,,SMS,66.83,False,New_Customer
100,1958,2024-08-22 07:16:39.445845,PAID,,Direct,141.83,False,Medium_Value
101,734,2025-04-21 15:21:39.783001,PAID,,SMS,166.39,False,Medium_Value
102,1859,2024-11-19 06:41:00.192425,PAID,1407,SMS,219.32,True,New_Customer
103,1475,2025-04-05 02:49:04.883258,CANCEL,,Direct,131.71,False,Medium_Value
104,297,2024-09-19 01:52:05.428240,PAID,,Direct,106.57,False,Low_Value
105,904,2024-10-04 04:34:44.183692,CANCEL,56,Push,69.53,True,Low_Value
106,49,2025-02-17 02:22:55.795833,PAID,,Social,40.72,False,New_Customer
107,1856,2024-11-04 09:08:22.903077,PAID,,Push,189.47,False,High_Value
108,1079,2024-10-05 04:23:23.784040,PAID,211,Social,138.54,True,Low_Value
109,491,2024-08-11 16:38:34.129076,PAID,,Email,153.6,False,New_Customer
110,1286,2024-10-19 20:22:00.516314,PAID,,SMS,133.49,False,New_Customer
111,1066,2025-04-11 16:13:14.716988,PAID,,SMS,253.81,False,High_Value
112,1838,2024-12-02 11:19:16.627182,PAID,,Direct,100.96,False,Medium_Value
113,230,2025-01-03 09:41:12.283296,PAID,,Push,128.46,False,Medium_Value
114,1123,2024-09-17 01:18:08.802597,PAID,,Direct,88.64,False,New_Customer
115,457,2025-06-27 03:47:20.111088,PAID,,Email,395.27,False,High_Value
116,586,2024-11-07 10:00:24.090918,PAID,1407,Direct,43.59,True,Low_Value
117,1929,2024-09-21 11:44:11.295286,PAID,,Push,167.42,False,Medium_Value
118,1510,2024-10-31 04:51:43.977774,PAID,,Push,96.43,False,New_Customer
119,135,2024-12-07 23:16:33.744742,CANCEL,,Push,386.67,False,High_Value
120,626,2024-10-11 20:56:39.600074,PAID,,SMS,255.64,False,High_Value
121,1861,2025-05-07 13:16:39.158456,PAID,,Email,46.61,False,Low_Value
122,1509,2025-03-03 19:40:05.134719,PAID,,Push,211.63,False,High_Value
123,1581,2024-11-13 07:32:06.615112,PAID,,SMS,159.88,False,Medium_Value
124,990,2025-05-18 22:00:01.125931,PAID,,SMS,290.99,False,High_Value
125,505,2025-05-06 02:54:07.039100,PAID,,Social,42.99,False,New_Customer
126,808,2024-12-27 13:30:27.990819,PAID,,Direct,155.73,False,High_Value
127,1012,2025-05-24 07:16:41.356437,PAID,,SMS,356.07,False,High_Value
128,27,2024-08-11 15:43:15.052539,PAID,,SMS,85.38,False,Medium_Value
129,547,2025-01-07 16:34:15.450724,PAID,,Push,204.61,False,Medium_Value
130,1858,2025-05-16 02:13:52.514582,PAID,,Direct,231.37,False,Medium_Value
131,206,2024-08-14 17:21:52.565327,PAID,,Direct,93.36,False,Medium_Value
132,1637,2025-01-08 22:14:43.307782,PAID,,Social,60.03,False,New_Customer
133,49,2025-02-01 00:32:05.865975,CANCEL,,Push,52.09,False,New_Customer
134,247,2024-10-16 04:20:01.594069,PAID,,Push,109.38,False,New_Customer
135,702,2025-03-25 04:00:06.804005,PAID,299,SMS,259.35,True,Medium_Value
136,506,2024-11-02 08:37:36.244871,PAID,,Direct,165.75,False,New_Customer
137,1923,2025-07-01 16:23:54.347065,PAID,,Email,127.88,False,Medium_Value
138,732,2025-01-07 00:55:43.393450,PAID,,Social,68.59,False,Medium_Value
139,1885,2024-08-20 10:41:52.828297,PAID,989,Email,82.57,True,Low_Value
140,1627,2025-03-11 14:43:14.038281,PAID,,Email,123.32,False,Medium_Value
141,1837,2025-01-12 17:34:53.245978,PAID,,Email,154.42,False,Medium_Value
142,1892,2024-08-28 14:18:19.702452,PAID,,Email,140.08,False,New_Customer
143,794,2025-02-01 04:22:53.607077,PAID,,Direct,100.28,False,Low_Value
144,1154,2024-10-19 02:01:17.319793,PAID,,Social,481.92,False,High_Value
145,1987,2025-05-12 00:19:20.137027,PAID,,Email,91.19,False,Medium_Value
146,1059,2025-04-23 00:20:05.611116,PAID,,Push,24.32,False,Low_Value
147,1428,2025-01-26 23:51:17.255924,PAID,,Email,220.43,False,Medium_Value
148,589,2025-03-06 23:07:41.921609,PAID,,Email,94.58,False,Low_Value
149,857,2025-06-14 05:23:16.657190,PAID,,Email,109.13,False,Medium_Value
150,308,2024-10-23 02:33:15.136527,PAID,,Push,51.78,False,Low_Value
151,575,2025-05-31 08:00:55.032774,PAID,68,Email,58.02,True,New_Customer
152,1015,2024-11-08 08:13:55.915380,PAID,469,Push,193.36,True,New_Customer
153,548,2025-05-14 23:34:04.878365,PAID,,Direct,307.29,False,High_Value
154,212,2025-01-12 21:03:30.053127,PAID,119,Social,122.56,True,Low_Value
155,1582,2025-06-23 04:55:09.713265,CANCEL,,Email,88.95,False,New_Customer
156,518,2025-02-12 00:59:34.405262,CANCEL,,SMS,94.35,False,New_Customer
157,1395,2025-04-08 04:39:27.168741,PAID,,Push,192.21,False,Medium_Value
158,392,2025-06-19 05:32:41.026404,PAID,,Direct,340.64,False,High_Value
159,1242,2025-04-27 04:43:02.707448,PAID,,SMS,94.24,False,Medium_Value
160,1527,2025-02-05 19:26:23.081038,PAID,311,SMS,132.52,True,Medium_Value
161,1774,2025-04-11 12:07:57.093540,PAID,,SMS,429.37,False,High_Value
162,276,2024-07-08 06:52:28.822872,PAID,,Direct,64.11,False,New_Customer
163,1428,2025-04-03 02:40:29.148745,PAID,,Social,230.63,False,Medium_Value
164,1211,2024-11-08 10:15:55.523009,PAID,,Direct,211.02,False,Medium_Value
165,793,2024-12-17 09:29:17.294170,PAID,,Email,175.07,False,Medium_Value
166,196,2024-12-07 09:45:51.805143,CANCEL,,Social,63.22,False,Medium_Value
167,1303,2025-05-25 20:44:43.608319,PAID,,SMS,66.35,False,New_Customer
168,1821,2025-02-08 18:22:01.408713,PAID,,SMS,226.5,False,High_Value
169,1383,2024-12-22 07:13:40.765746,CANCEL,,Direct,201.59,False,Medium_Value
170,1241,2025-02-06 19:36:55.536261,PAID,510,Push,288.33,True,Medium_Value
171,1797,2025-03-07 00:22:48.056972,PAID,,Social,161.87,False,New_Customer
172,330,2025-06-10 19:03:18.571263,PAID,1151,Email,264.74,True,Medium_Value
173,1835,2025-05-06 11:03:35.284869,CANCEL,,Push,59.25,False,Low_Value
174,243,2024-12-12 07:52:11.087059,PAID,,Push,66.8,False,Low_Value
175,395,2025-05-12 12:22:18.004185,CANCEL,1214,Social,365.49,True,High_Value
176,1477,2024-12-05 11:32:18.356596,PAID,,Direct,442.84,False,High_Value
177,1661,2024-12-14 05:32:33.566974,PAID,,Direct,329.56,False,High_Value
178,958,2024-10-23 05:32:54.888458,PAID,,Direct,42.97,False,New_Customer
179,1111,2025-04-06 07:39:16.625504,PAID,,Email,67.86,False,Low_Value
180,569,2025-03-09 16:09:42.214162,PAID,516,Direct,150.28,True,Low_Value
181,192,2025-02-21 17:51:39.479151,CANCEL,113,Social,222.22,True,Medium_Value
182,1842,2024-09-23 21:07:40.136970,PAID,,Direct,92.68,False,New_Customer
183,893,2024-09-12 04:08:31.614262,PAID,,Direct,552.12,False,High_Value
184,1077,2025-02-25 21:50:14.107375,PAID,,Direct,217.47,False,High_Value
185,592,2025-04-24 19:43:42.791128,PAID,501,SMS,173.99,True,Medium_Value
186,1892,2025-06-20 02:49:16.333056,CANCEL,,Email,161.5,False,New_Customer
187,1478,2025-06-11 23:47:05.894420,PAID,,Push,37.12,False,Low_Value
188,1008,2025-06-07 17:29:30.008981,PAID,,Push,221.06,False,High_Value
189,1014,2024-08-31 02:08:59.422624,PAID,974,Direct,101.12,True,New_Customer
190,878,2025-06-16 12:52:20.408777,PAID,,Social,53.31,False,Low_Value
191,1488,2025-06-03 00:40:08.543283,PAID,,Email,81.35,False,Low_Value
192,1609,2024-11-23 14:46:02.455063,PAID,,Direct,67.61,False,New_Customer
193,299,2025-01-15 13:52:49.182279,PAID,,Direct,149.38,False,Medium_Value
194,663,2025-01-08 21:40:08.798704,PAID,,SMS,167.74,False,Medium_Value
195,337,2025-03-28 09:52:45.070826,PAID,,Push,490.1,False,High_Value
196,1002,2024-09-19 13:48:59.108981,PAID,397,Social,159.91,True,Low_Value
197,440,2025-01-24 07:55:41.017145,PAID,1201,SMS,101.18,True,New_Customer
198,1329,2024-12-23 23:45:02.624130,PAID,,Social,168.93,False,Medium_Value
199,1036,2025-04-07 07:20:28.484678,PAID,,Email,517.8,False,High_Value
200,1984,2025-06-05 23:43:41.739306,PAID,,SMS,237.77,False,High_Value
201,981,2025-06-25 22:45:17.868091,PAID,,SMS,162.92,False,Medium_Value
202,1790,2024-12-02 19:13:54.660353,PAID,,Push,143.0,False,New_Customer
203,787,2025-02-20 20:27:13.458132,CANCEL,,Email,96.77,False,Medium_Value
204,535,2024-10-04 01:24:15.986817,PAID,56,Email,75.78,True,Low_Value
205,875,2024-08-13 21:25:21.990832,CANCEL,,Social,68.02,False,Low_Value
206,604,2025-06-03 23:49:08.107016,PAID,,SMS,87.48,False,New_Customer
207,333,2024-09-21 02:20:53.026425,PAID,,Push,309.26,False,High_Value
208,1373,2025-05-31 10:57:53.503846,PAID,,SMS,66.84,False,Low_Value
209,337,2024-09-21 14:14:34.447642,PAID,,Social,566.3,False,High_Value
210,1172,2024-08-12 04:48:51.138246,PAID,,Direct,171.05,False,Medium_Value
211,1865,2025-06-08 06:57:35.854692,PAID,31,SMS,134.85,True,Low_Value
212,1566,2024-11-27 02:18:05.115696,PAID,366,Social,124.8,True,Low_Value
213,1407,2025-03-27 00:08:22.817269,CANCEL,,SMS,77.03,False,Low_Value
214,461,2024-10-19 20:30:36.038006,PAID,1313,SMS,208.7,True,Medium_Value
215,568,2025-03-08 10:58:17.051281,PAID,,Direct,123.66,False,New_Customer
216,1190,2025-05-23 06:12:04.392751,PAID,1069,SMS,137.37,True,Medium_Value
217,1667,2024-11-21 00:03:03.623137,PAID,,Social,391.01,False,High_Value
218,1470,2025-02-10 05:15:47.940283,CANCEL,,SMS,337.06,False,High_Value
219,1956,2025-03-24 03:06:47.884406,CANCEL,,Direct,127.0,False,Low_Value
220,1124,2025-06-11 14:18:06.833203,PAID,,Email,422.95,False,High_Value
221,1617,2024-09-23 05:27:36.252625,PAID,,Push,90.55,False,Medium_Value
222,1441,2024-11-08 06:38:41.661306,PAID,1098,SMS,109.51,True,New_Customer
223,1928,2025-01-13 10:41:10.236305,PAID,,Email,26.42,False,Low_Value
224,1416,2025-05-15 09:16:20.084040,CANCEL,,Push,43.37,False,New_Customer
225,1086,2025-03-06 05:26:02.240334,PAID,,Email,53.47,False,Low_Value
226,971,2024-12-06 09:20:37.985516,PAID,,Push,77.91,False,Medium_Value
227,149,2024-11-14 09:16:36.243886,PAID,226,Email,164.4,True,Medium_Value
228,1972,2024-09-13 10:31:00.918891,PAID,1376,Push,55.67,True,New_Customer
229,982,2024-12-16 13:48:30.084721,PAID,,Direct,130.09,False,Medium_Value
230,1208,2025-03-13 19:17:43.564904,PAID,,Email,160.81,False,New_Customer
231,1031,2025-02-16 10:20:31.306002,PAID,,Direct,74.14,False,Medium_Value
232,762,2025-05-24 11:54:59.709858,PAID,,Push,430.46,False,High_Value
233,962,2024-10-17 02:41:38.487480,PAID,,SMS,27.79,False,Low_Value
234,835,2024-11-12 12:56:07.656628,PAID,,SMS,173.13,False,High_Value
235,1357,2025-02-03 09:22:18.397417,PAID,,Email,129.65,False,Medium_Value
236,454,2024-12-23 02:26:34.725918,PAID,,Push,62.72,False,New_Customer
237,96,2024-09-17 22:17:27.307476,PAID,,Social,175.7,False,Medium_Value
238,1202,2025-01-03 11:29:10.987126,PAID,,Push,237.86,False,High_Value
239,1936,2025-04-12 17:00:18.902189,PAID,18,Push,46.45,True,Low_Value
240,1054,2024-12-31 22:40:13.549211,PAID,,Direct,107.11,False,Medium_Value
241,663,2024-12-22 01:49:13.998490,PAID,,Direct,142.2,False,Medium_Value
242,214,2025-01-24 06:19:53.834281,PAID,,Social,51.1,False,New_Customer
243,120,2025-06-24 01:55:36.259598,PAID,1254,Email,192.81,True,Medium_Value
244,1200,2025-06-24 07:18:29.751255,PAID,,Push,297.92,False,High_Value
245,1688,2025-01-12 14:21:29.502584,PAID,1398,Push,618.73,True,High_Value
246,1476,2025-03-02 05:58:05.139885,CANCEL,,SMS,162.55,False,New_Customer
247,360,2024-08-04 09:00:54.533612,PAID,,SMS,78.81,False,Low_Value
248,249,2025-01-30 08:24:14.257300,PAID,603,Direct,82.65,True,New_Customer
249,1773,2025-02-05 04:56:45.753780,PAID,,Email,225.79,False,Medium_Value
250,256,2024-07-30 01:46:38.595574,PAID,,Push,358.58,False,High_Value
251,1003,2025-01-11 11:35:36.571682,PAID,,Social,105.28,False,New_Customer
252,1570,2024-10-06 05:19:21.264936,CANCEL,,Push,98.19,False,New_Customer
253,775,2025-06-12 02:00:12.949128,PAID,,SMS,87.62,False,Low_Value
254,1295,2024-09-02 20:09:59.233476,PAID,,Direct,287.52,False,High_Value
255,823,2024-07-16 07:08:34.129442,PAID,,Social,99.65,False,Medium_Value
256,1706,2024-08-22 09:02:12.646862,PAID,329,Push,148.03,True,Low_Value
257,1237,2025-05-18 23:22:26.912275,PAID,,Direct,55.07,False,Low_Value
258,1693,2024-08-23 07:21:37.740670,PAID,,Direct,82.56,False,New_Customer
259,958,2025-04-15 05:31:21.068941,PAID,1052,Social,55.27,True,New_Customer
260,1998,2024-12-22 02:16:34.364078,PAID,,Direct,207.79,False,High_Value
261,1771,2025-01-03 08:54:37.151514,PAID,,Push,78.97,False,Medium_Value
262,70,2024-11-06 07:08:58.058099,PAID,,Email,553.46,False,High_Value
263,1914,2025-03-25 14:51:14.876625,PAID,689,Social,165.63,True,Medium_Value
264,1511,2024-08-14 07:42:22.024009,PAID,,Social,227.9,False,High_Value
265,1833,2025-05-08 11:59:07.876860,CANCEL,,Social,41.72,False,New_Customer
266,1482,2025-04-22 03:41:16.621360,PAID,,SMS,185.72,False,High_Value
267,1338,2025-03-23 16:42:23.302382,PAID,,Direct,82.04,False,Medium_Value
268,1131,2025-02-23 11:34:05.424797,PAID,,Push,116.1,False,Medium_Value
269,1691,2025-05-10 16:32:16.005442,PAID,,Social,96.88,False,Low_Value
270,333,2024-09-27 15:52:52.634397,PAID,,Push,347.18,False,High_Value
271,669,2025-01-30 11:02:44.014687,PAID,520,Social,185.85,True,Medium_Value
272,1517,2025-06-12 04:40:27.695931,PAID,,Social,468.16,False,High_Value
273,1108,2024-11-02 14:08:56.186644,PAID,,SMS,38.14,False,New_Customer
274,594,2025-04-29 05:31:58.134113,CANCEL,,Direct,224.88,False,High_Value
275,1284,2024-09-24 19:17:18.755671,CANCEL,365,Social,109.59,True,New_Customer
276,1609,2024-12-27 15:47:07.337714,PAID,1222,Direct,90.16,True,New_Customer
277,1208,2025-02-10 09:49:26.854109,PAID,,Email,156.96,False,New_Customer
278,1324,2024-11-13 21:11:28.576715,PAID,1071,Email,464.94,True,High_Value
279,1977,2024-12-25 10:40:21.810485,PAID,1222,Email,90.8,True,Low_Value
280,383,2024-12-16 14:36:04.298700,PAID,,Direct,510.95,False,High_Value
281,728,2025-04-29 08:37:19.512598,PAID,,Direct,555.35,False,High_Value
282,1660,2025-01-22 15:35:54.784549,PAID,1201,Push,278.86,True,High_Value
283,1978,2024-09-18 19:15:44.945266,PAID,,SMS,210.92,False,High_Value
284,931,2024-10-09 21:45:19.331330,PAID,,SMS,118.5,False,Medium_Value
285,732,2024-07-22 19:41:43.143715,PAID,,Social,79.11,False,Medium_Value
286,696,2025-05-07 00:22:54.149081,PAID,,SMS,26.02,False,Low_Value
287,34,2024-12-25 05:56:27.277201,PAID,,SMS,99.91,False,New_Customer
288,751,2024-10-16 02:31:28.124578,PAID,,SMS,263.92,False,High_Value
289,1251,2024-11-16 08:11:37.350857,PAID,,SMS,47.56,False,New_Customer
290,723,2025-02-01 20:52:04.704949,CANCEL,125,Email,268.55,True,Medium_Value
291,145,2025-01-15 09:49:57.693510,CANCEL,,Direct,162.35,False,New_Customer
292,1487,2025-03-20 22:33:49.183062,PAID,,Push,63.48,False,Low_Value
293,416,2025-06-08 22:58:26.506388,PAID,,Social,171.17,False,New_Customer
294,310,2025-02-17 03:05:50.840486,PAID,1440,Push,186.56,True,New_Customer
295,1661,2024-12-08 04:16:07.026939,PAID,,Social,328.03,False,High_Value
296,998,2025-01-25 18:08:08.909317,PAID,,Social,122.72,False,New_Customer
297,31,2024-08-11 19:15:51.861573,CANCEL,,SMS,193.45,False,Medium_Value
298,1238,2025-02-06 20:45:30.746189,CANCEL,,Social,348.74,False,High_Value
299,1467,2025-04-29 06:25:11.928106,PAID,,Social,85.98,False,Medium_Value
300,595,2024-12-28 22:27:02.203669,PAID,,Push,294.14,False,High_Value
301,1396,2025-03-04 10:35:09.383428,PAID,,SMS,79.7,False,Medium_Value
302,707,2025-06-29 01:59:01.410282,PAID,,Direct,92.05,False,New_Customer
303,1700,2025-02-06 20:47:15.835541,PAID,,Direct,154.97,False,Medium_Value
304,1315,2025-05-20 07:56:38.744137,PAID,,Push,183.2,False,High_Value
305,1250,2024-09-07 11:35:58.613846,PAID,974,Push,56.63,True,New_Customer
306,1913,2025-04-15 06:58:05.711923,PAID,,Email,122.29,False,Medium_Value
307,401,2024-10-08 15:24:03.634636,PAID,1266,Email,93.54,True,New_Customer
308,1898,2024-10-30 07:13:16.183809,PAID,,SMS,82.75,False,New_Customer
309,1592,2025-06-29 02:44:12.816366,PAID,,Social,333.83,False,High_Value
310,1759,2024-09-20 00:10:55.371429,PAID,1212,Social,95.62,True,Low_Value
311,1576,2025-04-12 15:28:44.235099,PAID,,Push,192.02,False,High_Value
312,1358,2024-08-24 05:53:59.578666,PAID,,Push,69.62,False,Medium_Value
313,269,2025-01-23 12:24:33.024333,PAID,,SMS,575.8,False,High_Value
314,1217,2024-08-19 12:45:08.557224,PAID,,SMS,55.9,False,Low_Value
315,1235,2024-12-01 12:38:52.398000,PAID,,Push,115.31,False,Medium_Value
316,728,2024-09-27 00:43:27.368849,PAID,,Social,406.41,False,High_Value
317,1556,2025-05-12 18:10:31.451311,CANCEL,,Direct,108.74,False,New_Customer
318,261,2024-08-24 17:34:54.581346,PAID,1427,Social,113.5,True,Low_Value
319,1442,2024-10-05 02:55:56.646615,PAID,,Direct,357.23,False,High_Value
320,793,2025-05-22 19:17:22.211257,PAID,,Email,219.14,False,Medium_Value
321,604,2025-06-17 04:56:08.881766,PAID,1254,SMS,142.72,True,New_Customer
322,534,2025-05-25 19:58:32.040358,PAID,1233,Social,93.48,True,New_Customer
323,1416,2025-04-14 13:45:24.870735,PAID,,Social,43.41,False,New_Customer
324,1734,2025-03-07 18:01:34.271319,PAID,,SMS,81.2,False,Low_Value
325,696,2025-04-28 17:38:44.911744,PAID,781,Direct,51.76,True,Low_Value
326,242,2025-06-24 19:23:12.233916,PAID,,Email,501.33,False,High_Value
327,1486,2025-04-27 15:10:42.319993,PAID,1368,Direct,137.88,True,Medium_Value
328,1258,2025-01-03 16:12:25.938846,PAID,,Direct,100.5,False,Medium_Value
329,1792,2025-02-07 10:32:36.820442,CANCEL,,Direct,69.82,False,Low_Value
330,1676,2025-01-27 04:45:03.024077,PAID,1410,SMS,223.32,True,New_Customer
331,222,2024-07-24 06:58:50.153350,PAID,,SMS,196.64,False,Medium_Value
332,157,2025-01-26 18:03:20.476430,PAID,,SMS,45.55,False,New_Customer
333,1843,2024-07-13 03:05:47.353630,PAID,,Email,255.13,False,Medium_Value
334,1056,2024-09-23 16:22:29.764259,PAID,554,Push,184.01,True,Medium_Value
