order_item_id,order_id,product_id,product_category,quantity,unit_price,promotion_id,attributed_to_promo
197,1482,595,Electronics,1,200.31,,False
198,11938,452,Books,1,33.0,244,True
199,7946,864,Books,3,24.66,,False
200,2287,902,Home,3,178.84,598,True
201,550,873,Home,2,44.67,,False
202,10270,607,Books,3,9.57,,False
203,3942,521,Home,1,144.57,,False
204,6739,366,Electronics,1,51.22,,False
205,13678,923,Beauty,1,32.9,,False
206,10001,89,Books,2,17.74,,False
207,11735,864,Sports,1,121.19,,False
208,10494,637,Books,3,7.38,,False
209,13240,104,Beauty,3,27.91,,False
210,1386,431,Sports,2,112.31,1036,True
211,11528,198,Home,3,250.68,,False
212,14083,361,Electronics,3,380.5,,False
213,3457,151,Beauty,3,95.4,,False
214,7454,166,Sports,2,141.62,472,True
215,2468,506,Books,2,44.55,510,True
216,14961,417,Home,1,57.82,,False
217,12836,21,Books,2,11.19,,False
218,8014,55,Electronics,2,242.45,1213,True
219,13685,51,Home,1,235.38,1442,True
220,3365,191,Electronics,3,473.28,1459,True
221,7260,848,Clothing,1,31.4,,False
222,5591,212,Sports,2,33.94,,False
223,1908,54,Clothing,1,53.7,154,True
224,10372,533,Home,3,240.1,,False
225,8995,617,Electronics,2,165.88,,False
226,11049,602,Home,1,163.41,,False
227,5364,801,Clothing,1,61.17,,False
228,5795,481,Sports,3,106.6,,False
229,5303,192,Clothing,1,185.56,,False
230,13652,346,Home,3,83.97,,False
231,3476,826,Electronics,1,388.19,497,True
232,14086,15,Electronics,2,342.75,,False
233,10484,91,Books,3,37.21,,False
234,1349,930,Sports,2,107.36,,False
235,11790,777,Books,2,8.61,,False
236,3412,378,Sports,1,200.31,,False
237,2614,298,Beauty,1,51.06,,False
238,617,159,Home,3,207.17,704,True
239,11443,399,Electronics,3,423.56,,False
240,3528,770,Electronics,3,424.41,,False
241,12134,592,Clothing,1,190.96,,False
242,10946,485,Clothing,3,42.34,,False
243,5740,680,Sports,1,209.43,,False
244,9107,670,Clothing,1,124.79,,False
245,6659,950,Clothing,3,107.65,,False
246,12536,330,Electronics,2,84.18,,False
247,14441,311,Clothing,1,184.94,,False
248,11285,129,Clothing,3,167.48,630,True
249,8211,683,Sports,1,170.93,,False
250,11364,348,Books,1,47.11,,False
251,530,90,Home,1,59.12,,False
252,14909,290,Beauty,1,19.96,,False
253,5391,132,Clothing,3,174.74,,False
254,7668,505,Electronics,2,385.68,,False
255,7201,959,Books,2,16.83,,False
256,5442,560,Books,3,39.37,1254,True
257,1056,912,Books,3,24.01,,False
258,7451,993,Beauty,2,41.93,,False
259,12140,786,Electronics,1,152.0,,False
260,9417,111,Beauty,2,15.5,,False
261,12451,982,Electronics,3,269.17,864,True
262,4558,963,Books,3,30.15,285,True
263,14611,15,Clothing,1,58.96,,False
264,9925,429,Books,2,19.19,,False
265,1595,817,Sports,2,238.17,,False
266,5379,827,Electronics,1,373.27,,False
267,4898,494,Sports,3,210.93,1476,True
268,6594,630,Electronics,1,64.75,,False
269,14411,737,Books,3,25.85,,False
270,1378,745,Sports,3,62.3,,False
271,11575,941,Sports,2,83.38,,False
272,12829,616,Clothing,2,38.63,,False
273,762,245,Books,1,5.62,1386,True
274,9878,868,Clothing,3,47.77,,False
275,9263,25,Clothing,3,158.91,,False
276,5461,886,Books,1,5.9,,False
277,3932,418,Clothing,3,179.4,,False
278,12267,531,Electronics,2,377.71,,False
279,13805,174,Clothing,3,23.38,,False
280,9828,2,Books,2,30.82,,False
281,2539,341,Books,1,14.61,557,True
282,13001,751,Electronics,3,446.55,,False
283,3615,899,Books,2,19.45,,False
284,1740,801,Electronics,3,214.73,,False
285,12025,630,Books,3,6.88,1301,True
286,5920,97,Beauty,1,137.21,,False
287,4053,152,Sports,3,191.52,,False
288,13972,966,Beauty,2,96.54,,False
289,9516,633,Clothing,1,68.38,1051,True
290,148,195,Beauty,1,70.9,,False
291,1816,647,Beauty,3,72.2,,False
292,7396,683,Books,2,14.24,,False
293,10548,688,Clothing,3,111.6,,False
294,5685,510,Sports,3,171.13,,False
295,404,795,Electronics,3,473.12,,False
296,9329,260,Beauty,2,116.51,,False
297,6290,75,Home,2,57.44,,False
298,2534,431,Sports,2,63.16,,False
299,2571,777,Books,3,15.46,,False
300,11467,276,Beauty,2,78.23,,False
301,11971,539,Electronics,3,322.69,,False
302,379,625,Beauty,2,127.99,1040,True
303,1945,524,Sports,1,34.33,,False
304,14987,264,Books,1,34.14,,False
305,1889,167,Sports,2,183.61,587,True
306,8772,613,Beauty,2,98.32,1150,True
307,4726,76,Beauty,3,110.52,,False
308,14567,345,Books,1,18.97,,False
309,4928,913,Sports,1,85.21,,False
310,11135,927,Beauty,2,51.23,,False
311,9823,233,Clothing,2,53.83,,False
312,13404,243,Books,1,40.35,,False
313,6906,977,Beauty,1,18.34,,False
314,5885,791,Books,2,33.04,,False
315,12256,241,Clothing,1,38.75,,False
316,964,687,Clothing,1,34.03,,False
317,476,433,Books,3,33.17,,False
318,6552,506,Books,3,25.14,,False
319,9126,868,Books,3,47.62,,False
320,13595,70,Sports,3,34.0,,False
321,10473,943,Electronics,1,202.15,1122,True
322,13341,132,Electronics,3,384.02,,False
323,10002,77,Electronics,2,78.74,1066,True
324,14254,451,Electronics,3,395.2,,False
325,7341,435,Clothing,3,31.89,,False
326,10700,212,Sports,1,201.9,,False
327,8066,784,Electronics,3,422.63,,False
328,5733,557,Electronics,2,76.03,,False
329,12571,10,Clothing,1,120.79,,False
330,8903,673,Clothing,2,196.54,,False
331,6576,775,Clothing,1,62.77,,False
332,14860,556,Beauty,3,45.46,,False
333,8000,486,Beauty,2,124.72,,False
334,7421,457,Electronics,3,281.71,,False
335,11110,955,Books,1,6.65,,False
336,8060,337,Home,1,175.85,,False
337,13133,262,Home,3,207.37,,False
338,12136,229,Books,3,18.1,1373,True
339,1434,31,Beauty,1,46.19,863,True
340,11595,925,Beauty,1,122.07,,False
341,5481,882,Beauty,2,30.04,,False
342,12632,950,Sports,1,55.8,,False
343,10676,275,Home,2,101.79,,False
344,9595,578,Home,2,142.56,,False
345,9179,739,Beauty,3,16.62,1165,True
346,1902,191,Clothing,2,101.24,52,True
347,5643,812,Books,3,36.44,,False
348,12650,258,Beauty,3,122.69,,False
349,12619,796,Electronics,1,86.67,,False
350,11948,357,Books,2,34.31,,False
351,5385,984,Books,3,39.63,,False
352,2019,560,Beauty,1,90.3,,False
353,8804,864,Electronics,1,90.66,,False
354,4644,992,Electronics,3,256.74,,False
355,13382,619,Electronics,1,155.47,311,True
356,7590,18,Sports,3,249.56,,False
357,11289,879,Books,3,18.59,,False
358,3571,159,Sports,2,215.11,,False
359,13310,63,Sports,1,210.26,868,True
360,4599,69,Books,3,28.91,,False
361,1761,203,Beauty,2,112.58,,False
362,5191,351,Clothing,2,36.74,,False
363,9664,346,Sports,1,53.3,1233,True
364,4627,813,Sports,1,115.77,,False
365,5562,4,Sports,1,69.55,910,True
366,8454,201,Sports,3,38.36,,False
367,11164,344,Sports,3,221.48,,False
368,108,118,Sports,2,214.69,211,True
369,8036,435,Electronics,3,366.48,,False
370,5758,489,Home,1,159.93,1027,True
371,12054,470,Home,1,155.53,,False
372,14485,400,Home,3,240.56,557,True
373,10296,479,Sports,3,50.09,,False
374,8887,197,Electronics,1,232.33,,False
375,2457,77,Electronics,3,126.77,560,True
376,2646,510,Clothing,2,84.34,,False
377,2664,134,Home,2,298.85,,False
378,4995,658,Sports,1,155.43,,False
379,12241,141,Books,1,47.5,,False
380,8407,281,Beauty,1,92.82,,False
381,11312,114,Beauty,2,82.02,125,True
382,3092,918,Home,3,131.03,,False
383,996,720,Clothing,1,113.15,,False
384,10526,812,Beauty,2,20.02,,False
385,5862,71,Electronics,3,298.72,,False
386,6835,570,Sports,1,118.81,,False
387,11499,27,Home,1,60.77,,False
388,2758,157,Electronics,2,321.82,,False
389,14343,412,Clothing,3,83.12,,False
390,14155,372,Electronics,1,487.16,,False
391,7355,746,Beauty,2,113.84,1064,True
392,412,59,Sports,3,176.09,1308,True
393,14863,360,Beauty,2,59.17,146,True
394,3448,161,Beauty,2,147.16,628,True
395,14923,153,Books,1,6.5,,False
396,2183,356,Clothing,1,181.93,84,True
397,4041,52,Home,3,153.77,,False
398,8711,694,Clothing,3,139.77,,False
399,10572,685,Clothing,2,87.69,,False
400,10075,977,Clothing,2,56.43,,False
401,9504,446,Beauty,2,93.68,,False
402,10891,991,Sports,3,146.0,,False
403,13916,214,Electronics,3,189.86,,False
404,11481,959,Electronics,1,177.56,,False
405,6136,509,Clothing,3,49.86,128,True
406,13245,569,Sports,1,226.65,,False
407,6826,210,Home,2,147.8,,False
408,10336,198,Clothing,1,90.57,,False
409,10908,622,Books,1,46.64,,False
410,538,865,Beauty,2,120.83,,False
411,4376,917,Electronics,3,245.72,158,True
412,14964,557,Beauty,2,45.55,,False
413,6055,383,Beauty,3,124.82,,False
414,9804,890,Electronics,2,65.89,,False
415,3062,514,Clothing,2,55.06,,False
416,9245,55,Sports,3,165.62,,False
417,11946,95,Beauty,3,19.25,,False
418,13209,375,Sports,2,189.95,555,True
419,7031,400,Clothing,3,145.82,,False
420,3898,621,Beauty,1,147.39,,False
421,4695,370,Books,3,20.24,,False
422,5052,994,Beauty,2,33.2,,False
423,4148,423,Clothing,3,36.33,,False
424,1943,151,Sports,3,97.76,575,True
425,14058,383,Beauty,2,132.87,,False
426,262,230,Electronics,1,283.5,,False
427,7363,621,Home,1,141.51,,False
428,12742,888,Sports,1,210.91,,False
429,1258,975,Sports,3,185.99,659,True
430,59,93,Beauty,1,107.57,493,True
431,8980,394,Sports,3,32.74,244,True
432,4694,631,Beauty,1,43.88,72,True
433,12149,789,Books,2,26.73,,False
434,11176,155,Clothing,1,154.03,,False
435,6202,887,Books,3,45.35,180,True
436,2344,257,Clothing,2,33.99,,False
437,4529,799,Electronics,2,369.72,,False
438,10329,579,Sports,2,168.08,366,True
439,11045,431,Clothing,3,137.5,,False
440,9414,415,Beauty,3,134.81,,False
441,448,900,Electronics,3,438.81,,False
442,8173,532,Home,1,83.7,,False
443,2204,810,Clothing,3,100.58,,False
444,4609,439,Electronics,3,447.03,,False
445,5636,391,Clothing,2,115.78,,False
446,10839,417,Books,1,31.84,,False
447,11482,132,Beauty,2,24.64,,False
448,13483,174,Sports,3,97.12,,False
449,9630,400,Home,1,229.85,,False
450,4141,165,Books,3,32.56,,False
451,4582,661,Beauty,1,138.96,,False
452,9797,289,Home,3,112.39,,False
453,9610,94,Sports,2,66.11,,False
454,14497,535,Sports,3,246.71,,False
455,13160,651,Sports,3,137.87,1465,True
456,2201,596,Sports,2,113.43,,False
457,5794,364,Books,3,28.5,,False
458,6533,472,Home,1,262.22,680,True
459,11822,681,Books,2,8.86,,False
460,14513,122,Books,1,41.64,,False
461,5397,770,Beauty,1,30.1,555,True
462,6634,995,Beauty,1,103.65,659,True
463,8811,973,Electronics,3,269.12,,False
464,654,834,Books,2,15.83,,False
465,4076,263,Electronics,2,338.36,,False
466,6610,294,Sports,3,150.12,,False
467,6869,391,Home,1,40.56,,False
468,10326,802,Sports,3,85.68,,False
469,13937,315,Home,2,185.23,,False
470,9601,328,Sports,3,136.73,,False
471,2440,789,Beauty,2,141.91,,False
472,14855,613,Electronics,1,65.88,,False
473,4473,716,Sports,3,67.06,,False
474,11983,371,Home,1,233.1,412,True
475,6571,731,Electronics,2,345.72,875,True
476,8013,462,Home,1,192.97,,False
477,4221,612,Home,1,234.19,,False
478,7216,428,Beauty,2,19.51,,False
479,14113,636,Beauty,1,48.41,,False
480,8752,5,Electronics,2,132.1,,False
481,7060,103,Electronics,2,171.35,,False
482,13212,309,Sports,2,216.12,1144,True
483,3834,804,Sports,3,190.42,,False
484,573,834,Electronics,3,131.19,,False
485,12322,902,Clothing,3,65.14,,False
486,4992,836,Home,3,63.56,,False
487,7999,96,Electronics,2,176.53,1456,True
488,11629,26,Home,2,210.77,,False
489,11963,360,Clothing,3,34.58,,False
490,3497,841,Sports,2,186.5,,False
491,14247,400,Beauty,1,22.42,,False
492,6396,314,Home,2,238.2,,False
493,10713,590,Clothing,1,87.74,,False
494,5593,626,Books,3,33.61,,False
495,13004,697,Home,2,137.0,825,True
496,3053,701,Clothing,2,59.19,,False
497,13572,340,Electronics,1,256.64,,False
498,10746,550,Sports,1,234.03,,False
499,11429,961,Sports,2,236.11,,False
500,7931,416,Clothing,1,126.44,,False
501,12537,748,Books,1,40.62,,False
502,12968,572,Electronics,1,478.33,,False
503,1679,270,Beauty,3,138.03,,False
504,14821,147,Sports,1,179.71,,False
505,4667,464,Electronics,3,437.98,,False
506,3604,428,Electronics,1,223.16,,False
507,4680,375,Electronics,2,143.52,289,True
508,9683,120,Home,1,290.11,690,True
509,6421,383,Electronics,1,165.06,1107,True
510,8939,49,Books,1,32.77,369,True
511,3414,914,Clothing,1,165.17,,False
512,9782,376,Books,1,14.57,,False
513,10595,617,Home,1,249.08,,False
514,7227,877,Electronics,3,393.33,,False
515,9635,801,Beauty,2,121.63,,False
516,6058,393,Books,2,41.11,,False
517,2780,403,Clothing,3,108.72,,False
518,7489,473,Beauty,2,47.35,,False
519,3272,842,Electronics,1,140.28,,False
520,12612,170,Beauty,3,43.16,,False
521,9372,279,Beauty,3,146.68,,False
522,4373,877,Sports,3,30.28,,False
523,7436,384,Electronics,1,233.6,115,True
524,1236,657,Beauty,2,94.21,,False
525,5225,979,Beauty,2,31.96,,False
526,5167,646,Beauty,2,76.0,,False
527,13434,97,Beauty,3,96.97,,False
528,11905,366,Clothing,3,144.25,,False
529,12423,944,Electronics,3,276.64,,False
530,5562,245,Beauty,3,23.15,910,True
531,13539,202,Clothing,1,132.41,,False
532,1486,983,Beauty,1,113.74,,False
533,14558,726,Electronics,2,215.79,594,True
534,9422,630,Books,3,46.85,,False
535,2112,228,Beauty,1,116.37,,False
536,11266,489,Clothing,2,128.87,,False
537,880,50,Clothing,1,64.03,,False
538,10319,617,Beauty,3,105.93,,False
539,2660,765,Beauty,3,94.2,,False
540,2863,496,Home,1,105.67,82,True
541,4666,782,Clothing,3,128.78,,False
542,7494,16,Beauty,2,43.89,,False
543,10766,768,Home,3,103.16,,False
544,1518,500,Home,1,238.34,,False
545,4445,582,Home,3,62.81,209,True
546,4830,588,Sports,2,226.03,,False
547,13441,49,Electronics,2,125.59,1271,True
548,6585,855,Electronics,3,457.38,,False
549,4097,10,Clothing,2,76.3,,False
550,10983,675,Home,1,174.74,1326,True
551,9198,752,Clothing,3,124.89,,False
552,4328,202,Beauty,2,131.45,,False
553,5318,889,Clothing,3,85.41,,False
554,14071,133,Clothing,2,112.85,,False
555,12363,367,Books,3,46.17,,False
556,1497,68,Books,3,7.82,317,True
557,10828,323,Beauty,2,113.1,565,True
558,7175,859,Home,3,168.96,,False
559,11693,14,Sports,1,67.13,,False
560,2527,544,Home,3,268.71,1407,True
561,5017,427,Beauty,3,141.38,,False
562,4840,738,Books,1,48.73,,False
563,162,154,Electronics,2,263.08,,False
564,3671,260,Books,3,32.42,,False
565,9233,545,Sports,3,204.83,,False
566,5372,675,Home,1,44.45,,False
567,14323,396,Clothing,1,74.09,,False
568,161,38,Books,2,7.06,,False
569,1912,644,Books,2,14.31,,False
570,689,605,Sports,2,117.97,,False
571,2731,656,Beauty,2,33.75,,False
572,6506,227,Electronics,1,352.1,,False
573,4888,620,Beauty,2,90.07,,False
574,11772,841,Beauty,3,63.72,933,True
575,10363,305,Home,1,250.65,,False
576,6132,930,Electronics,2,404.81,,False
577,1332,375,Electronics,3,142.44,,False
578,13843,423,Beauty,3,107.12,,False
579,10642,16,Beauty,1,25.53,,False
580,14601,863,Electronics,3,0.0,978,True
581,10597,382,Electronics,3,424.01,,False
582,7498,227,Electronics,1,86.13,875,True
583,11751,628,Beauty,1,88.89,,False
584,9219,271,Beauty,3,87.17,,False
585,11306,963,Electronics,2,152.82,1086,True
586,5312,317,Sports,3,87.6,1104,True
587,2068,876,Beauty,1,73.73,,False
588,6906,204,Books,1,41.76,,False
589,1914,558,Sports,1,111.03,,False
590,13045,56,Home,1,247.39,231,True
591,4412,872,Clothing,2,26.61,,False
592,5768,882,Books,3,34.16,,False
593,12034,434,Beauty,2,120.17,,False
594,12470,589,Sports,2,49.12,,False
595,5543,75,Electronics,2,334.72,163,True
596,8590,398,Sports,3,246.31,,False
597,11979,791,Clothing,3,116.16,,False
598,10223,909,Books,2,18.68,,False
599,14158,902,Clothing,3,148.92,,False
600,7187,658,Electronics,3,445.15,,False
601,11048,807,Clothing,3,112.65,,False
602,2191,262,Sports,2,56.16,,False
603,7946,950,Clothing,3,73.54,,False
604,5977,209,Clothing,1,31.94,,False
605,12254,497,Sports,3,150.3,,False
606,14947,31,Beauty,2,97.59,,False
607,8472,717,Beauty,1,26.28,,False
608,4713,585,Home,3,127.55,1278,True
609,5132,914,Home,1,103.68,,False
610,7769,956,Home,2,230.63,,False
611,6795,531,Books,2,46.39,,False
612,12663,467,Books,1,13.22,,False
613,14726,607,Home,1,103.46,,False
614,13943,509,Books,1,9.55,,False
615,11219,983,Clothing,1,97.19,251,True
616,13790,459,Sports,3,227.23,,False
617,10312,766,Home,3,153.3,,False
618,14872,170,Home,1,163.42,,False
619,7634,314,Beauty,2,122.04,231,True
620,8811,839,Electronics,1,373.61,,False
621,12200,843,Home,1,181.97,1205,True
622,13990,786,Books,1,36.1,,False
623,11403,520,Beauty,3,51.2,,False
624,11576,449,Beauty,3,96.1,,False
625,3610,729,Home,3,138.16,,False
626,683,202,Beauty,3,133.37,,False
627,8204,773,Books,2,32.0,,False
628,14359,339,Home,3,86.64,,False
629,3775,41,Clothing,2,196.58,,False
630,845,800,Sports,3,177.13,,False
631,8841,805,Electronics,1,274.59,,False
632,10447,265,Beauty,1,107.6,,False
633,1457,482,Clothing,2,177.66,,False
634,10456,127,Clothing,3,148.25,,False
635,8694,583,Electronics,1,217.7,372,True
636,5987,676,Sports,3,239.84,,False
637,7364,569,Beauty,1,116.41,,False
638,14128,560,Books,2,46.79,1499,True
639,10174,545,Electronics,2,475.44,,False
640,8717,519,Sports,3,78.1,,False
641,9252,815,Books,1,9.07,414,True
642,4689,743,Beauty,3,71.95,,False
643,11647,816,Books,2,16.4,1184,True
644,9774,116,Home,1,289.7,,False
645,318,559,Electronics,3,171.56,1427,True
646,13906,177,Home,1,114.83,,False
647,6992,615,Books,1,18.71,,False
648,2853,946,Books,3,40.9,,False
649,4061,558,Home,1,150.6,1122,True
650,5089,148,Books,1,5.84,,False
651,7903,979,Home,2,241.93,,False
652,6829,434,Sports,1,91.63,,False
653,5858,61,Books,2,17.6,98,True
654,4580,393,Beauty,2,21.02,,False
655,7943,104,Electronics,1,143.85,,False
656,4080,964,Sports,2,84.04,814,True
657,8265,443,Beauty,2,98.97,,False
658,6088,823,Clothing,1,171.98,,False
659,2303,486,Home,2,232.02,,False
660,2208,317,Home,1,110.35,,False
661,9613,293,Home,2,260.41,,False
662,2414,150,Sports,2,250.0,,False
663,10955,219,Clothing,3,66.11,,False
664,12113,827,Electronics,1,411.82,,False
665,10903,496,Books,3,9.57,,False
666,7051,626,Beauty,3,79.46,,False
667,11346,267,Clothing,3,172.11,,False
668,10812,265,Sports,2,142.82,1040,True
669,6330,171,Home,2,157.05,,False
670,234,763,Electronics,2,76.97,,False
671,300,622,Books,1,33.79,,False
672,5451,838,Books,3,46.33,,False
673,11909,404,Beauty,1,112.48,,False
674,3230,818,Home,1,41.18,,False
675,5216,940,Electronics,2,409.32,1234,True
676,4128,41,Home,3,131.67,,False
677,4000,223,Clothing,1,198.36,815,True
678,2272,381,Electronics,1,316.67,,False
679,3181,751,Beauty,2,119.7,,False
680,5976,937,Books,2,39.22,,False
681,3091,109,Electronics,2,56.91,1249,True
682,11602,995,Sports,1,142.64,,False
